id,twitid,date,text,beeline,mts,megafon,tele2,rostelecom,komstar,skylink
3462,495842408656300000,1407053017,"Инфа из МТС, на следующей неделе в Смоленске будет 4G :))",,1,,,,,
3463,495842888132330000,1407053131,У Мегафона не везде сплошное покрытие базовыми станциями. Они сейчас над этим работают. В этом плане у МТС покрытие лучше.,,1,-1,,,,
3464,495845739130790000,1407053811,Megafon 4G новый телефон и новые скорости мобильного интернета:-)  @megafonru happines,,,1,,,,
3465,495846202253250000,1407053921,Купила мтс.,,0,,,,,
3466,495846668739150000,1407054032,@Beeline_RUS получилось) спасибо),1,,,,,,
3467,495847081278330000,1407054131,справочник билайн связи http://t.co/CutrNbj8F4 #справочник,0,,,,,,
3468,495847274967470000,1407054177,Украинские мобильные операторы 5 августа прекращают работу в Крыму / #киевстар #мтс #лайф #укртелеком #интертелеко.. http://t.co/droqdZKXno,,-1,,,,,
3469,495849064819590000,1407054604,«Комстар-ОТС» строит сеть передачи данных для ВТБ24 в Санкт-Петербурге,,,,,,0,
3470,495851160201610000,1407055103,"@Zchtec =&gt;«Мобильный платеж», «Билайн.Деньги» (http://t.co/ZfqtnANBoZ).Можно воспользоваться ""Мобильным переводом"":http://t.co/b3D0fg6G1f",0,,,,,,
3471,495851362349890000,1407055151,#Пермь Тренер молодых футболистов команды «Амкар» проверил интернет «Мегафон» http://t.co/zhxM98kruU,,,0,,,,
3472,495852139701630000,1407055337,"@Beeline_RUS зря надеетесь:) в моем районе ваши планы развития меня не устроили, извините.",-1,,,,,,
3473,495853941385480000,1407055766,Тройка призеров первой #дрифт-битвы на радиоуправляемых машинках в #Абакан #лето #скорость #МегаФон http://t.co/EwdhengsC3,,,0,,,,
3474,495854554299510000,1407055912,RT @APEX_AZS_KZN: Доброго дня #Kazan! Заправляйтесь на наших АЗС и получайте месяц БЕСПЛАТНОГО интернет от #Beeline в подарок! :) http://t.…,1,,,,,,
3475,495854708087880000,1407055949,RT @rozhkoff: Пол часа ожидания консультанта - это перебор @MegaFon_SZ_Help http://t.co/76ziBM3sco,,,-1,,,,
3476,495854708599170000,1407055949,@_Gazieva_ Билайн отстой,-1,,,,,,
3477,495854708935130000,1407055949,"@Beeline_RUS я проблему решил, техподдержку рекомендую научить матчасти и общению с клиентами, далеко не все пользователи бестолковые",-1,,,,,,
3478,495854977672540000,1407056013,@Beeline_RUS кстати по 4G когда вас ждать в Череповце? Мегафон не желает развиваться судя по всему,0,,-1,,,,
3479,495855138905810000,1407056052,"Смартфон или планшет от МТС – всего за 1990 рублей!. С 1 августа 2014 года участвуйте в акции и приобретайте
новые модели смартфона или пла",,1,,,,,
3480,495855341838800000,1407056100,"Я его понимаю, работал в Билайне, а это, как говорит Шендерович, вполне репрезентативный срез общества.",0,,,,,,
3481,495856721450250000,1407056429,"RT @Munkuev: Вы еще не воспользовались нашей новой услугой, а мы уже сняли с вас деньги. МТС: на шаг впереди!",,-1,,,,,
3482,495857198715930000,1407056543,Мне в последнее время даж МТС не пишет((((9((9,,-1,,,,,
3483,495858886675820000,1407056945,"@Beeline_RUS ну что ж, будем ждать",0,,,,,,
3488,495868194033520000,1407059164,В МТС Украины вопрос об отключении абонентов Крыма еще не решили?,,-1,,,,,
3489,495870190153120000,1407059640,"Зато дома не работает даже 3G.
Предположили, что МТС тестирует LTE на своих сотрудниках.",,-1,,,,,
3490,495870499688550000,1407059714,"Финдиректор «Мегафона» заявил, что компания перевела 40% активов из американских долларов в гонконгские",,,0,,,,
3491,495873124773400000,1407060340,"#Пчелайн как всегда на высоте со своей рекламой. http://t.co/bqbQrNaLqM серия роликов про скоростной инет.
Снимала команда  @AVSoloviev",1,,,,,,
3492,495885923171570000,1407063391,телефонный справочник мегафон http://t.co/2cfIxyUIKg #мегафон,,,0,,,,
3493,495887114991840000,1407063676,"оффтоп: ты крутой, у тебя сам гендир Билайна в промоблоке размещается!",0,,,,,,
3494,495888210464360000,1407063937,"-""А ты где работаешь?""
-""В Теле2""
-""А, в колл-центре что-ли?""
-...",,,,0,,,
3495,495891689551430000,1407064766,RT @HAPKOTNKN: Yota спасла «МегаФон» от стагнации,,,0,,,,
3496,495891844568720000,1407064803,RT @CSTDME: Настроить интернет билайн на ipad http://t.co/3otaXPUh3q,0,,,,,,
3497,495893691727630000,1407065244,"RT @CrimeaUA1: #Крым Киевстар прекратит свою работу в Крыму,вывески уже снимают,сотрудников обучают пришельцы из рос Билайна",0,,,,,,
3498,495893802855700000,1407065270,"RT @xoAndreaTWD: Был бы прикол, конечно, если б я вчера к этому билайну подключился)))",+-,,,,,,
3499,495895115651890000,1407065583,@DariaHrabrova мтс с др поздравил,,0,,,,,
3500,495897812492900000,1407066226,@OutCast82 @arvidOS @Sqadroz Арвид у тебя  есть номер мтс?,,0,,,,,
3501,495898741015340000,1407066447,"@3D_pop_corn @mrgolden_, готовы провести проверку. Просим написать нам по этому примеру: http://t.co/ETLqGM3mUP. ^СБ #МТС",,0,,,,,
3502,495899409595780000,1407066607,RT @alkazargela: МТС и «Вымпелком» повышают тарифы для трудовых мигрантов,-1,-1,,,,,
3503,495900693048590000,1407066913,"Перешел с мегафона на билайн, позвонили из сервиса и начали задавать вопросы, толкать скидки и предлагать тарифы, лол",0,,-1,,,,
3504,495902398502960000,1407067319,нестройки интернет и ммс андроид билайн,-1,,,,,,
3505,495903378518450000,1407067553,Стоимость смартфона MegaFon Optima снижена до 1990 руб http://t.co/yOt82VqG6y,,,1,,,,
3506,495904851516480000,1407067904,@ru_mts 3g значок горит. Iphone 5,,0,,,,,
3507,495905526056630000,1407068065,RT @INFERNVL: Да ты заебал #ростелеком Второй день разрывы.,,,,,-1,,
3508,495905849361960000,1407068142,"RT @Hu_0dessa: Одесса. В мегафон - ""Арбузы, 3 рубля"". Кто-то в ответ - ГРИВНЫ! Выглядываю - парень, дождавшись повтора, с матюками пошел би…",,,--,,,,
3509,495906720083090000,1407068350,"@JavyRuiz50, возможно, уже был официальный запуск сети. Вы в каком городе находитесь? ^СБ #МТС",,0,,,,,
3510,495909013310430000,1407068896,@mrgolden_ МТС! ПАНИКА!,,-1,,,,,
3511,495910215414740000,1407069183,#Хабаровск : М 40 познакомлюсь сем парой мтс 3130263,,0,,,,,
3512,495911077277080000,1407069389,@ru_mts @3D_pop_corn @mrgolden_ ну почему мне МТС не пишет? :с,,-1,,,,,
3513,495911642577010000,1407069523,Windows заблокирован 1000 рублей мтс http://t.co/7BCZYn1t1P,,-1,,,,,
3514,495914473287200000,1407070198,Вообще надо сказать спасибо Ростелекому http://t.co/ognsjt96tf,,,,,1,,
3515,495914758445750000,1407070266,"@ru_mts ага, и стоимость не понятная и деньги куда деваются тоже! Почему нет в Крыму Мтс рус?!",,-1,,,,,
3516,495914913760810000,1407070303,«Маршал» уходит из «Ростелекома» http://t.co/skSeVI5yh4,,,,,0,,
3517,495915531552450000,1407070451,Как настроить интернет на телефон ростелеком http://t.co/fOeLB0tefZ,,,,,0,,
3518,495916366239520000,1407070650,"#vestiua Украинские мобоператоры в очередной раз опровергли отключение сетей в Крыму: ""МТС… http://t.co/xwhVC1tMh6",,1,,,,,
3519,495918024336360000,1407071045,#деньгорода #омск #теле2 #ялюблюомск http://t.co/N6WJbcW7bi,,,,0,,,
3520,495919914931470000,1407071496,"За скоро придет смс от мтс, что трафик бла бла бла... И я перестану писать",,-1,,,,,
3521,495920801045290000,1407071707,Мегафон Интернет для LG GD350,,,0,,,,
3522,495921781627430000,1407071941,В сети Tele2 увеличилась доля смартфонов.Лидером рейтинга операционных систем стала Android…,,,,0,,,
3523,495921872094380000,1407071962,Наконец-то у МТС появилось 4G! Уверенный прием по всему городу.,,1,,,,,
3524,495925742069610000,1407072885,@megafonru @megafonuralhelp Не удается установить безопасное соединение с сервером говорит браузер Safari,,,-1,,,,
3525,495927457141500000,1407073294,"RT @fuckysebastopol: Поскольку кое-кто пытается мутить воду с операторами, поднимать панику, написал в МТС, ответ непрямой, но какой дали h…",,0,,,,,
3526,495932080962800000,1407074396,Компания «МегаФон» выступила официальным партнером регионального форума молодых лидеров «Чиндирчеро — 2014»,,,0,,,,
3527,495932708082960000,1407074546,у мтс же красное яйко?,,0,,,,,
3528,495935675959870000,1407075253,"А говорили-то про 1января 2015 года раньше.Опять набрехали.МегаФона в Крыму нет.Это не есть хорошо
http://t.co/iII9WF7llN",,,-1,,,,
3529,495935870781110000,1407075300,"@masterluster у тебя какой оператор?
у меня МТС, который работает иногда оч медленно",,-1,,,,,
3530,495943600652690000,1407077143,е173 мегафон драйвер http://t.co/Ty7FxvqPS9 Модем,,,0,,,,
3531,495947021002740000,1407077958,"RT @unkn0wnerror: Просто невероятно.
Мы хотели сделать включение с параплана, но на территории Акулинино Yota/Мегафон выключили передачу да…",,,-1,,,,
3532,495948845646610000,1407078393,"А зачем писать? Я тут с месяц назад проделала трюк: номер на терминале набрала правильно, но до этого вместо Теле2 тыцнула на МТС.",,0,,0,,,
3533,495950404619090000,1407078765,"@anna_gorzunova, уточните, пожалуйста, какого характера Вам поступают сообщения? ^ДП #МТС",,0,,,,,
3534,495954447571620000,1407079729,Нет у вас в Москве Теле-2. Мучайтесь с МТС и Мегафоном и завидуйте молча.,,-1,-1,1,,,
3535,495954961835250000,1407079851,"RT @shnaydik: что ж за ссаный зеленый цвет
лучше бы я мтс-ом был",,1,,,,,
3536,495955467236300000,1407079972,"Теле2 - нигде проблем не было...,а где я только не оказывался (все семейство на нем итог рублей 30 в месяц).",,,,1,,,
3537,495963626944340000,1407081917,"А вам тоже нравится реклама МТС с маленьким и милым мальчиком, который ждёт Деда Мороза? ",,1,,,,,
3538,495967000464980000,1407082722,заблокирован 3000 рублей билайн http://t.co/FvrygwJ220 Windows,-1,,,,,,
3539,495973517381220000,1407084275,RT @fima_psuchopadt: Хотелось бы обратить внимание @nnikiforov на деградацию @MegaFon_SZ в Петербурге. А не заметит - поможем. Уймите этот …,,,-1,,,,
3540,495976615290360000,1407085014,"Блин, как же я люблю двач за легковесность. При умершей скорости инета (мтс-бревно в буке) грузится на ура.",,-1,,,,,
3541,495977509520150000,1407085227,"RT @leprikonarkadiy: @HumanNature_29 либо ""МестамиТебяСлышно"", либо:

"" У меня не звонит телефон...
-Где покупал?
-В МегаФон!""",,,-1,,,,
3542,495977710284730000,1407085275,МТС ??,,0,,,,,
3543,495981068315400000,1407086076,Смартфон или планшет от МТС за 1990 рублей - новая акция оператора http://t.co/jmAghng6KF,,1,,,,,
3544,495984514783810000,1407086897,"@kafka_chan у меня одной с мтс никогда проблем не было, лол?",,1,,,,,
3545,495985181086340000,1407087056,"#RT ВНИМАНИЕ! ОПРОС!Друзья!Для тех,у кого РОСТЕЛЕКОМ! … … …",,,,,0,,
3546,495985182340420000,1407087057,"ВНИМАНИЕ! ОПРОС! Друзья! Для тех,у кого РОСТЕЛЕКОМ",,,,,0,,
3547,495986499704220000,1407087371,мегафон виолончель скачать http://t.co/UHwV562wvA,,,0,,,,
3548,495988659561050000,1407087886,https://t.co/5B4GahVfoC для установки модема мтс 3g cdma-450 https://t.co/tADOp1iw1j,,0,,,,,
3549,495994577116220000,1407089296,@knee77 у меня он только периодически тупит... А так ок) @MegaFonHelp,,,-1,,,,
3550,495994776123360000,1407089344,#Хабаровск : М 40 познакомлюсь сем парой мтс 3130263 #твчат,,0,,,,,
3551,495997558305860000,1407090007,RT @TigSandra: МегаФон запускает LTE за Северным полярным кругом,,,1,,,,
3552,495998136331280000,1407090145,"вонючий убогий недоинтернет от мтс , как можно быть таким дорогим и работать так хуёво?! максимальная #ненависть",,-1,,,,,
3553,495999359155460000,1407090437,@knee77 ну это то понятно) @MegaFonHelp,,,0,,,,
3554,496000747004500000,1407090767,"Сегодня в Лиге Футбольных Гостевых состоялся очередной тур, в котором футбольная команда нашего Форума встречалась с командой МТС. Наш сопе",,0,,,,,
3555,496001060407100000,1407090842,"А из крыма валит украинский мтс :с
Тяжко нам без него будет :с
Вот они сволочи, а....
Десятки тысяч человеков без связи...даже сотни..",,-1,,,,,
3556,496001735656470000,1407091003,RT @Litvinenish: @fima_psuchopadt @nnikiforov @MegaFon_SZ +1000 моя бабушка в 60 км от Спб сидела 2 дня без связи. Я бросила все и поехал и…,,,-1,,,,
3557,496003981504950000,1407091539,Завтра у меня забирают модем в Ростелеком :с,,,,,-1,,
3558,496003981924370000,1407091539,"RT @Atsypkin: @fima_psuchopadt @sergeyboyarskiy @nnikiforov @megafon_sz Коль, ты преувеличиваешь мне влияние на космические процессы:)",,,0,,,,
3559,496005125996290000,1407091812,RT @ivaschuk: Мтс настройка цифрового телевидения http://t.co/4dYLuN6rij,,0,,,,,
3560,496007391260190000,1407092352,"@fima_psuchopadt @sergeyboyarskiy @nnikiforov @megafon_sz хорошо, что есть твиттер и тебя могут услышать, попробуй тебя не услышь:)",,,0,,,,
3561,496008472883130000,1407092609,"Что за херня с интернетом #Мегафон? Вообще не работает. Какого черта в Электростали работает, а в Москве нет???",,,-1,,,,
3562,496011901772390000,1407093427,@MegaFon_SZ_Help Хахахахах)) Класс)) В следующий раз - читайте историю переписки в твиттере))) #шикарныйсервис,,,+-,,,,
3563,496022237724430000,1407095891,"Друзья, ни у кого нет Wi-Fi роутера Билайн ненужного?",0,,,,,,
3564,496024185031130000,1407096356,Черт. Я забыл свой номер от билайна..,0,,,,,,
3565,496024228119200000,1407096366,RT @lorimwelundgren: 3G мегафон прошивка http://t.co/1J8wvTYowR,,,0,,,,
3566,496029467643380000,1407097615,мегафон логин прошивка с инструкцией http://t.co/nKBvN78mRv #логин,,,0,,,,
3567,496030768922370000,1407097925,RT @OdessaTatiana: Хотим санкцмй от ЕС ? а Вакарчук рекламирует  МТС ????,,-1,,,,,
3568,496034020992750000,1407098701,Компанию  «МТС» поймали в недобросовестной конкуренции http://t.co/d8kciH1aNB,,-1,,,,,
3569,496037067898770000,1407099427,".@beeline_rus Не работает ваш интернет в Краснодарском крае. Уйду в МТС, надоели вы мне.",-1,1,,,,,
3570,496039690425100000,1407100052,"""Ростелеком"" проведет деловую игру для студентов ВГУЭС во Владивостоке
В процессе тренинга уча http://t.co/gI9eSqBCob http://t.co/WM5WLgAw7f",,,,,0,,
3571,496040827085680000,1407100323,«Ростелеком» предлагает подключить телефон по выгодной цене,,,,,1,,
3572,496041136478490000,1407100397,"На форуме вкровь бьются на тему того, что в Крыму уже работает #МегаФон и выкладывают пруфы. Я разгадку знаю, а вы? http://t.co/R1lYbOgUNS",,,1,,,,
3573,496048962407650000,1407102263,405 http://t.co/dTCTTbPr08 База мобильных номеров МТС,,0,,,,,
3574,496051180452480000,1407102792,"#RT завтра у меня отключает инет.не надо так,Мегафон",,,-1,,,,
3575,496052936892360000,1407103211,"http://t.co/iUNFtpIlpf Мтс Банк кредитные карты, кредит наличными, ипотека",,0,,,,,
3576,496054203362470000,1407103512,"Билайн, перезапуск «Смарт 2 за 490»:  Вторая по счёту акция «Смартфон за 490 рублей», предыдущая явно удалась ... http://t.co/1jkXvWpeNO",1,,,,,,
3577,496056957300530000,1407104169,Путёвки в «Сочи-2014». Сто абонентов «МегаФона» едут на Олимпиаду,,,0,,,,
3578,496061448410650000,1407105240,https://t.co/Gp4TFGnizM плата видеонаблюдения te 9104e для модема скайлинк adu-310a https://t.co/RZ4NEsa0jz,,,,,,,0
3579,496062172876000000,1407105413,"С 18:30 до 01:15 не было связи и моб. интернета МТС, а также проводного интернета от Киевстар. Пока появился только моб. интернет #Стаханов",,-1,,,,,
3580,496063715692000000,1407105780,В текущем году Билайн планирует увеличить количество базовых станций,1,,,,,,
3581,496068100866200000,1407106826,"RT @linyxawypywy: МИД России призвал Вашингтон оставить ""мегафонную дипломатию""",,,--,,,,
3582,496078325874700000,1407109264,В Краснодарском крае Ростелеком модернизирует свое вещание,,,,,1,,
3583,496086593426720000,1407111235,RT @vonewykoquve: Клиенты «МегаФона» будут получать «Бонус за автоплатеж» до конца года:  Всего за два месяца проведения акции «...,,,1,,,,
3584,496086994259150000,1407111330,МТС собирается увеличить дивиденды на 25%,,0,,,,,
3585,496088844614510000,1407111772,Tele2 обновила тарифный портфель для бизнес-клиентов,,,,0,,,
3586,496094934764510000,1407113224,Запущен новый интернет-поисковик Спутник от Ростелекома,,,,,0,,
3587,496097782475020000,1407113903,Tele2 расширяется в Москве,,,,1,,,
3588,496104351480700000,1407115469,"@lazeez @ru_mts вообще я вроде видел, что весь эсквайринг у них через свой банк. Но это не отменяет того факта, что надо бэ шифровать)",,-1,,,,,
3589,496105788709290000,1407115811,RT @95ralgotryas3: До скольки салон мтс работает?,,0,,,,,
3590,496108291744080000,1407116408,RT @jynudasunur: На улице так мтс хорошо ловит,,1,,,,,
3591,496114524022660000,1407117894,"Возможно, но я не припомню ни одной подобной проблемы с Билайном. У них другой бич - они спамеры и зазывалы на разного рода лохотроны.",-1,,,,,,
3592,496116499300750000,1407118365,МТС собирается увеличить дивиденды на 25% http://t.co/0vxqvqpWiU http://t.co/4GOIyfB24A,,0,,,,,
3593,496116500047350000,1407118365,МТС собирается увеличить дивиденды на 25% http://t.co/W5czHYlbMq http://t.co/Q1UpdRAZRb,,0,,,,,
3594,496116503952250000,1407118366,МТС собирается увеличить дивиденды на 25% http://t.co/SHP4U43Vfa http://t.co/CATlfrkyQW,,0,,,,,
3595,496116504673670000,1407118366,МТС собирается увеличить дивиденды на 25% http://t.co/xQFXm0skRO http://t.co/5IVlYHa9cv,,0,,,,,
3596,496118096135190000,1407118746,@ru_mts как вас зовут?,,0,,,,,
3597,496119448764690000,1407119068,"RT @psychorama_ru: Вчера познакомился с работницей «МегаФон», милая девушка,поехали с ней за #город, а она там не берет...",,,+-,,,,
3598,496121618117050000,1407119585,В один прекрасный день Василий Иванович орёт в мегафон.,,,--,,,,
3599,496122095584040000,1407119699,видео инструкция как писатьсмс с телефона на телефон мегафон http://t.co/5k22xspSfa #мегафон,,,0,,,,
3600,496122923636510000,1407119897,"Господя, какой бред. Все пацаны знают, что акция с георгиевской ленточкой была оплачена в рамках ребрендинга Билайна в 2005-2006 годах.",0,,,,,,
3601,496123183750460000,1407119959,#МТС у вас САМЫЙ ПЛОХОЙ ИНТЕРНЕТ в мире!!!! Просто УЖАС! Невозможно даже просто нормально пообщаться в вотсапе! Примите ме…,,-1,,,,,
3602,496123411358570000,1407120013,"RT @Alina2650: Я долго размышлял над одним вопросом, но так и не нашел ответа. Почему на логотипе МТС изображено яйцо в квадрате???",,0,,,,,
3603,496125408950360000,1407120489,билайн как скачать http://t.co/bMbypV9zbN,0,,,,,,
3604,496125563606950000,1407120526,RT @i1agyxo94: ФАС оштрафовала Ростелеком на 300 000 рублей,,,,,-1,,
3605,496129262291010000,1407121408,"RT @Alexey_Andronov: А почему в рекламе МТС на словах ""минута счастья!"" и двух обнимающихся парнях либеральной внешности - вылетает плашка …",,0,,,,,
3606,496130093006480000,1407121606,"RT @A1daron: Ого, Asus Padfone Mini 4.3 в Мегафоне тоже очень дешево стоит: http://t.co/05gLrrkgTs",,,1,,,,
3607,496133806207030000,1407122491,"@rostelecom_fe подскажите,пожалуйста,график работы пункта на Дикопольцева. В будние и выходные дни.",,,,,0,,
3608,496135953116070000,1407123003,#Хабаровск : М 40 познакомлюсь сем парой мтс 3130263 #флирт #познакомиться,,0,,,,,
3609,496138566503000000,1407123626,@rostelecom_fe спасибо!,,,,,1,,
3610,496139014261700000,1407123733,RT @braymyshka: Мегафон как увеличить скорость http://t.co/mmfUuJupPR,,,0,,,,
3611,496141759114940000,1407124387,"В целом согласен. Сам плачу с сотового. Заметил, что у мегафона и мтс разные сообщения приходят. Комиссию не наблюдал на мегафоне.",,0,1,,,,
3612,496141988232960000,1407124442,Мобильный кошелек на ультра может подменить nfc-карта МТС Банка.,,0,,,,,
3613,496143551575900000,1407124815,"Я живу в России,по национальности башкирка, читаю ОМТС) тока недавно узнала что это Казахский паблик.. Казахский по.. http://t.co/O5asUqP7uQ",,0,,,,,
3614,496145300353220000,1407125232,@Crud_AP там только МТС ловит,,1,,,,,
3615,496147866352500000,1407125843,С опцией СуперБит от МТС чувствую себя комфортней в этом путешествии,,1,,,,,
3616,496147870228030000,1407125844,"Как МТС, «Билайн» и «Мегафон» защищают от мобильных мошенников. СЕКРЕТЫ http://t.co/EzC3dFEi1b с помощью @CNews.ru",1,1,1,,,,
3617,496148454700500000,1407125984,"чего это МТС вздумалось позвонить мне на мобильник, не смотря на то что он даже с др меня умидрился забыть поздравить.",,-1,,,,,
3618,496150535310150000,1407126480,"@taygainfo Ростелеком-Новосибирск, заглушка ""доступ ограничен""",,,,,-1,,
3619,496151009052600000,1407126593,МТС и Узбекистан подписали мировое соглашение и создадут СП,,1,,,,,
3620,496151412813090000,1407126689,МТС поделится с акционерами // Компания выплатит промежуточные дивиденды,,0,,,,,
3621,496154215342150000,1407127357,"МТС поделится с акционерами // Компания выплатит промежуточные дивиденды.МТС может выплатить промежуточные дивиденды в размере 12,9 млрд ру",,0,,,,,
3622,496155109047280000,1407127570,"RT @wosiworeloja: http://t.co/e2glKTx9yd Старые тарифы ""Мегафона"" подорожают для москвичей на 20%",,,-1,,,,
3623,496157035172360000,1407128029,"!!! “@VedomostiTech: Минкомсвязи предлагает возможность Министерствам подключаться к сети «Ростелекома», без торгов http://t.co/0GoumiYmFP”",,,,,1,,
3624,496158008804920000,1407128262,"@taygainfo Новосибирск,оператор Ростелеком , Тайга.инфо не открывается,но можно открыть через Хамелеон - Анонимайзер http://t.co/nnFGiOij7t",,,,,-1,,
3625,496160047475720000,1407128748,"@Vedomosti Интересно, сколько от Ростелекома министр получил на маямскую бедность за это ОТКРОВЕННО КОРРУПЦИОННОЕ лоббирование?",,,,,-1,,
3626,496162830065070000,1407129411,@gasanovodesaros потом брал телефон мегафон вечером еще и отправлял файлы звуковы а может дойдет а может послушает? лапочка ты моя наточка,,,0,,,,
3627,496164071499370000,1407129707,"Продам стартовые пакеты мтс ""Россия"" репост пожалуйста",,0,,,,,
3628,496164569468120000,1407129826,"@noliquid Давайте проверим. Для этого, пожалуйста, отправьте на pomogite@beeline.ru Ваш номер и ссылку на твит. Это позволит нам =&gt;#билайн",0,,,,,,
3629,496166744516730000,1407130344,"RT @ficivafupiv: МИД России призвал Вашингтон оставить ""мегафонную дипломатию""",,,--,,,,
3630,496168125054740000,1407130674,"Трудовые мигранты оказались даже платежеспособнее, чем ожидали раньше: http://t.co/FEwwSrCIhR За это #МТС и #Билайн повышают им расценки",-1,-1,,,,,
3631,496170043521380000,1407131131,Ишимский пивоваренный завод подключен к оптической сети «Ростелекома» http://t.co/ggIjI7KkrE,,,,,0,,
3632,496171143569900000,1407131393,"Все кому интересно или не очень, но вот мой новый номер телефона МТС. / +79787246609 http://t.co/gPXw5SNSMP",,0,,,,,
3633,496171301615050000,1407131431,RT @sobaka__: после того как ростелеком забанил pornohub у меня появилось время на спорт и теперь я смотрю женский пляжный волейбол http://…,,,,,+-,,
3634,496173538353500000,1407131964,"Открытие в зеленой зоне.Рекомендуем присмотреться к Новатэку, МТС, Сургутнефтегазу (прив), Э.ОН Россия http://t.co/jkHYjQHN0a
#рынки #биржи",,0,,,,,
3635,496174211631960000,1407132125,"ВЭБ приобрел 4G-частоты для ""Ростелекома""",,,,,1,,
3636,496175226070500000,1407132367,#Хабаровск : М 40 познакомлюсь Д до 45 и/о мтс 3130263 #tvchat,,0,,,,,
3637,496175979438830000,1407132546,#Хабаровск : М 40 познакомлюсь Д до 45 и/о мтс 3130263 #знакомства,,0,,,,,
3638,496176092760130000,1407132573,NEWS: Количество пользователей «Личного кабинета» «Билайн» превысило отметку в 10 млн: Компания «ВымпелКом» (б... http://t.co/GzxXBmM1rP,1,,,,,,
3639,496177629641580000,1407132940,"МТС может выплатить промежуточные дивиденды в размере 12,9 млрд руб. В ближайшие полтора года МТС планирует выплатить акционерам еще не мен",,0,,,,,
3640,496177953198580000,1407133017,сегодня с мамой поедем в билайн мне карточку менять,0,,,,,,
3641,496185386888990000,1407134789,"""МТС-Украина"" и ""Киевстар"" не намерены уступать рынок в Крыму http://t.co/A6nJdrFcHR",,0,,,,,
3642,496185908056820000,1407134913,"@TroshinDA Ошибаетесь. Вот список сетей в Мск, в аппарате работает симка Билайн http://t.co/URHpJsPqGh",0,,,,,,
3643,496186784934420000,1407135122,Клиенты «МегаФона» будут получать «Бонус за автоплатеж» до конца года http://t.co/J9qZQcbwTj #news,,,1,,,,
3644,496188236478160000,1407135468,В Таджикистане «жаркий» 3G-интернет от @MegafonTj http://t.co/0HvCqrZoFf http://t.co/9I7ZZ3mkey,,,1,,,,
3645,496189273427550000,1407135716,"ВЭБ приобрел 4G-частоты для ""Ростелекома"" http://t.co/ZQ52ACynvZ",,,,,1,,
3646,496189953861500000,1407135878,РОСТЕЛЕКОМ СУКА ДАЙ ПОСПАТЬ,,,,,-1,,
3647,496190277993130000,1407135955,"RT @Beeline_RUS: @HPetrosyan2000 Мы обязательно рассмотрим вопрос о компенсации после восстановления работы интернета и телевидения.Пож-та,…",+-,,,,,,
3648,496190899416990000,1407136103,"@megafonru спасибо, он-лайн консультант почему-то не работает, вопрос копеечный, даю два скрина в двух твитах здесь для @MegaFonUralhelp",,,-1,,,,
3649,496191754232950000,1407136307,"Крымские провайдеры стали передавать трафик через компанию «Миранда Медиа», которая принадлежит Ростелекому.",,,,,1,,
3650,496192094164510000,1407136388,"@OliverLoveFrank тк посмотри на сайте
если мтс,там есть безлимит 7 рублей в день",,0,,,,,
3651,496193206577820000,1407136653,"RT @MatweeAlexeev: Крымские провайдеры стали передавать трафик через компанию «Миранда Медиа», которая принадлежит Ростелекому.",,,,,1,,
3652,496196102295950000,1407137344,"Оказывается, единственный интернет, который работает в #кузьмолово на всю #3G - это, как ни странно, #Билайн ",1,,,,,,
3653,496196146424210000,1407137354,Спасибо Билайну за бесплатный интернет по ВСЕЙ России!,1,,,,,,
3654,496197031157710000,1407137565,"RT @peoplelugansk: МТС не работает практически по всей Луганской области, Киевстар на данный момент выручает.",,-1,,,,,
3655,496197381420230000,1407137649,«Ростелеком»- победитель номинации «Культура и национальные ценности»,,,,,0,,
3656,496197783087360000,1407137745,"@ya_Kolyma у нас только МТС ловится, иногда даже очень хорошо. Мегафон - стабильно еле-еле. Ждем новую вышку Мегафона рядом!",,1,-1,,,,
3657,496199118734500000,1407138063,почему #мегафон не ловит в метро на таганско-краснопресненской ветке? когда планируется ввести в эксплуатацию усилители?,,,-1,,,,
3658,496199120634520000,1407138063,Автомобили с SIM-картами «МегаФона» тратят на 40% меньше топлива #Яндекс #Yandex,,,1,,,,
3659,496199368467160000,1407138123,Украинские мобильные операторы продолжат работу в Крыму http://t.co/6j3MFZCY5U #Крым #GSM #Киевстар #Life #МТС #телефон #связь #экономика,,1,,,,,
3660,496200969840260000,1407138504,@ru_mts что через н-ное количество дней у меня закончатся бесплатные звонки. Вот сегодня снова началось.,,0,,,,,
3661,496201025544790000,1407138518,"RT @tardisEV: @3D_pop_corn @megafonru ты так теперь выделяешься тут, лол :D http://t.co/2cJzwyczeZ",,,+-,,,,
3662,496201357674550000,1407138597,"#RT Что вчера творилось с МТС?
Я не могла никому дозвонится... #RT",,-1,,,,,
3663,496203816862500000,1407139183,#МТС ваш интернет убожество,,-1,,,,,
3664,496203985280590000,1407139223,Автомобили с SIM-картами «МегаФона» тратят на 40% меньше топлива,,,1,,,,
3665,496204030146650000,1407139234,RT @ralMarker: http://t.co/UG9Aa4yXSG Абонентов «Билайн» в Узбекистане может атаковать спам,-1,,,,,,
3666,496204396930540000,1407139321,"Пошел платить за интернет, дошел до Билайна , вспомнил что забыл кошелек дома и пошел обратно домой , вот я долбаёб",0,,,,,,
